symbol,mcap_cr
RELCHEMQ,93.31
RELIABLE,143.83
RELIABVEN,24.29
RELIANCE,1873286.78
RELICAB,38.52
RELICTEC,39.85
RELIGARE,7694.88
RELINFRA,3902.04
RELTD,2560.05
REMIEDEL,187.88
REMSONSIND,356.44
RENUKA,5310.17
REPCOHOME,2448.95
REPL,150.7
REPONO,64.19
REPRO,551.36
RESGEN,123.58
RESONANCE,123.61
RESPONIND,4566.28
RESPONSINF,20.67
RESTILE,68.09
RETAGGIO,77.1
RETAIL,17.08
RETINA,85.85
REVAMEDIA,3.22
REXNORD,91.55
REXSEAL,37.97
RFIL,51.71
RFL,41.91
RFLL,16.47
RFSL,22.58
RGF,18.1
RGIL,208.09
RGL,1168.17
RGRL,5.81
RHETAN,2122.99
RHFL,116.83
RHIM,8391.86
RHL,319.7
RIBATEX,67.29
RICHAIND,3.87
RICHUNV,6.45
RICOAUTO,1641.61
RIDDHI,546.14
RIDDHICORP,75.33
RIDHISYN,0.49
RIDINGS,5.72
RIGASUG,7.58
RIIL,1130.45
RIKHAV,178.17
RIR,1391.26
RISAINTL,8.28
RISHABH,1734.3
RISHDIGA,18.94
RISHILASE,109.31
RISHIROOP,84.67
RISHITECH,29.66
RISHYRN,23.92
RITCO,668.22
RITES,10234.08
RITESHIN,52.55
RITHWIKFMS,47.44
RJBIOTECH,3.25
RJSHAH,13.86
RKDAGRRTL,29.86
RKDL,48.66
RKEC,99.29
RKFORGE,9931.88
RKSWAMY,491.77
RLF,9.95
RLFL,93.95
RMC,421.21
RMCL,16.84
RMDRIP,1478.58
RML,2296.82
RMMIL,9.55
RNBDENIMS,812.68
RNITAI,461.92
ROBU,936.07
RODIUM,54.55
ROHLTD,949.05
ROJL,7.86
ROLCOEN,47.74
ROLEXRINGS,3647.16
ROLLT,42.84
ROML,67.3
RONI,52.6
ROOPAIND,38.21
ROOPSHRI,46.81
ROSELABS,22.04
ROSEMER,40.76
ROSSARI,2792.52
ROSSELLIND,249.88
ROSSTECH,3067.32
ROTO,1122.18
ROUTE,3374.25
ROYAL,81.98
ROYALCU,66.79
ROYALIND,68.41
RPEL,3749.11
RPGLIFE,3466.99
RPOWER,11204.58
RPPINFRA,377.51
RPPL,126.62
RPSGVENT,2673.26
RPTECH,2947.13
RRECL,334.16
RRETAIL,49.09
RRFIN,97.11
RRIL,214.78
RRKABEL,18745.03
RRMETAL,28.86
RRP,13407.66
RRPDEFENSE,1098.22
RRSECUR,7.99
RSCINT,21.72
RSDFIN,107.88
RSL,1067.14
RSSOFTWARE,92.04
RSTL,285.07
RSWM,740.91
RSYSTEMS,3535.19
RTFL,63.6
RTNINDIA,4681.55
RTNPOWER,4824.19
RTSPOWR,111.04
RUBFILA,381.99
RUBICON,14784.1
RUBY,3.44
RUBYMILLS,781.96
RUCHINFRA,142.34
RUCHIRA,338.77
RUDRA,195.2
RUDRAECO,249.24
RUDRAGAS,59.83
RUNGTAIR,105.77
RUPA,1163.17
RUPEBAR,8.01
RUSHIL,513.74
RUSTOMJEE,5380.01
RVHL,259.46
RVNL,60262.57
RVTH,199.9
S&SPOWER,423.62
SAATVIKGL,5356.37
SAB,201.23
SABEVENTS,11.72
SABOOSOD,54.78
SACHEMT,49.73
SADBHAV,149.71
SADBHIN,108.84
SADHNANIQ,524.45
SAENTER,17.01
SAFALSEC,0.46
SAFARI,8331.73
SAFE,106.51
SAFECURE,30.58
SAFFRON,21.94
SAGARDEEP,41.95
SAGARSOFT,52.21
SAGARSYST,1.98
SAGCEM,2413.64
SAGILITY,20397.29
SAHARA,33.69
SAHARAHOUS,28.08
SAHLIBHFI,253.51
SAHYADRI,283.6
SAICAPI,46.52
SAICOM,5.85
SAIL,69466.99
SAILANI,7.78
SAILIFE,21500.04
SAINIK,41.82
SAIPARENT,2224.59
SAKAR,1292.11
SAKHTISUG,204.54
SAKSOFT,1929.01
SAKTHIFIN,180.82
SAKUMA,293.01
SALASAR,1304.64
SALAUTO,95.61
SALEM,40.56
SALGUTI,21.42
SALONA,141.15
SALORAINTL,27.76
SALSAIN,216.89
SALSTEEL,482.1
SALZERELEC,1105.39
SAMBANDAM,43.98
SAMBHAAV,136.11
SAMBHV,3031.79
SAMHI,3613.22
SAMINDUS,48.59
SAMKRG,117.86
SAMMAANCAP,14549.81
SAMOR,187.24
SAMPANN,129.05
SAMPAT,42.97
SAMPRE,167.14
SAMRATFORG,105.52
SAMRATPH,65.84
SAMSRITA,36.5
SAMTELIN,18.27
SAMTEX,11.11
SAMYAKINT,13.63
SANATHAN,3552.51
SANBLUE,19.61
SANCF,20.79
SANCODE,87.34
SANCTRN,127.4
SANDESH,754.04
SANDHAR,3304.9
SANDPLAST,4.34
SANDUMA,10354.57
SANDUPHQ,36.7
SANGAMFIN,183.46
SANGAMIND,2410.94
SANGHIIND,1418.12
SANGHVIMOV,2714.47
SANGINITA,52.74
SANGUI,2.17
SANHP,16.35
SANINFRA,89.23
SANJIVIN,208.67
SANKHYAIN,10.8
SANOFI,8307.58
SANOFICONR,10287.17
SANPA,22.74
SANSERA,14502.75
SANSTAR,1737.02
SANTETX,76.71
SANTOSHF,10.89
SANWARIA,26.84
SAPANCHEM,0.99
SAPL,1025.14
SAPPHIRE,6064.89
SAPPL,236.01
SARDAEN,18658.97
SAREGAMA,7091.55
SARLAPOLY,736.64
SARTHAKGL,11.22
SARTHAKIND,26.35
SARUPINDUS,48.99
SARVESHWAR,469.19
SARVOTTAM,15.0
SASHWAT,9.33
SASKEN,2274.95
SATAGRI,6.61
SATANIBRG,576.91
SATCH,60.62
SATIA,623.26
SATIN,1962.27
SATTRIX,364.64
SATTVASUKU,28.4
SAUMYA,95.0
SAURASHCEM,715.59
SAVERA,185.13
SAWACA,20.45
SAYAJIHOTL,495.08
SAYAJIIND,252.96
SBC,1576.17
SBCL,3092.08
SBECSUG,173.17
SBECSYS,18.85
SBFC,10303.9
SBFL,23.41
SBGLP,493.79
SBICARD,66640.05
SBILIFE,192367.62
SBIN,975713.59
SBL,15.14
SBLI,3.18
SBRANDS,12.51
SBVCL,76.59
SCAGRO,107.71
SCANPRO,31.26
SCANSTL,196.98
SCARNOSE,23.16
SCBL,5.24
SCC,13.11
SCDL,166.02
SCHAEFFLER,62397.06
SCHAND,552.84
SCHNEIDER,23708.46
SCI,12458.91
SCILAL,2092.48
SCL,116.83
SCODATUBES,830.83
SCOOBEEDAY,121.89
SCPL,383.55
SCTL,14.65
SDBL,1637.33
SDC,12.01
SDL,21.26
SEACOAST,49.56
SEALMATIC,403.93
SEAMECLTD,3553.54
SEASONST,13.47
SEATV,4.74
SECMARK,122.38
SECURCRED,6.69
SECURKLOUD,74.06
SEDEMAC,8875.49
SEIL,2914.9
SEJALLTD,741.0
SEKURITIND,955.14
SEL,46.33
SELECTRIC,797.5
SELLWIN,148.17
SELMC,99.38
SEMAC,89.01
SEML,204.52
SENCO,5328.49
SENINFO,18.78
SENORES,4187.09
SEPC,1319.83
SERA,260.6
SERVOTECH,1871.01
SESHACHAL,6.16
SESHAPAPER,1557.46
SETCO,253.73
SETL,2747.5
SETUINFRA,5.9
SEVENHILL,5.2
SEVL,65.01
SEYAIND,37.33
SFL,6254.94
SFPIL,16.67
SFSL,19.38
SFTL,6.24
SGFIN,2636.36
SGFRL,273.48
SGIL,820.28
SGL,31.19
SGLRES,71.34
SGMART,6009.55
SGNTE,5.11
SGRL,662.64
SHADOWFAX,8874.33
SHAH,438.78
SHAHALLOYS,131.94
SHAHCON,0.98
SHAHFOOD,9.73
SHAHISHIP,20.58
SHAHLON,201.57
SHAILY,10706.27
SHAKTIPR,31.5
SHAKTIPUMP,6967.53
SHALBY,1765.43
SHALIWIR,78.78
SHALPAINTS,459.34
SHALPRO,46.36
SHAMROIN,11.51
SHANGAR,12.0
SHANKARA,274.54
SHANMUGA,53.86
SHANTAI,45.57
SHANTI,7.72
SHANTIDENM,87.98
SHANTIGEAR,3454.14
SHANTIGOLD,1484.74
SHANTIGURU,10.53
SHAQUAK,4.37
SHARDACROP,9005.17
SHARDAMOTR,4916.91
SHARDUL,255.68
SHAREINDIA,3056.46
SHARIKA,55.77
SHARMEH,41.14
SHARP,172.66
SHARPINV,9.34
SHARPLINE,18.14
SHARVAYA,120.96
SHASHANK,9.88
SHASHIJIT,20.86
SHAWGELTIN,237.56
SHAYONAENG,52.87
SHBAJRG,154.44
SHEKHAWATI,49.08
SHELTER,54.03
SHEMAROO,287.69
SHENTRA,29.86
SHERVANI,91.19
SHESHAINDS,8.79
SHETR,94.6
SHGANEL,9.02
SHHARICH,58.7
SHIKHAR,6.84
SHIKHARLETR,0.4
SHILCTECH,4621.96
SHILGRAVQ,106.48
SHILINDORE,281.29
SHILPAMED,7723.65
SHINDL,598.7
SHINEFASH,70.54
SHIPWAVES,60.88
SHIRPUR-G,14.63
SHISHIND,536.88
SHIVA,5.29
SHIVAAGRO,38.45
SHIVACEM,555.76
SHIVAEXPO,16.53
SHIVAGR,12.19
SHIVALIK,430.46
SHIVAM,169.05
SHIVAMAUTO,250.13
SHIVAMILLS,50.66
SHIVATEX,206.55
SHIVAUM,441.37
SHIVTEXCHEM,307.69
SHK,1986.81
SHKALYN,3.27
SHKARTP,12.68
SHLOKKA,55.59
SHOORA,26.32
SHOPERSTOP,3724.92
SHPLPUNE,241.49
SHRAAITECH,174.0
SHRADDHA,686.76
SHRADHA,294.37
SHRAJOI,11.28
SHRAJSYNQ,55.78
SHRDAIS,84.83
SHREDIGCEM,1076.2
SHREE,22.24
SHREECEM,91553.65
SHREEGANES,24.41
SHREEJISPG,6478.91
SHREENATH,25.8
SHREEPAC,49.91
SHREEPUSHK,1125.81
SHREERAM,152.2
SHREERAMA,677.93
SHREEREF,786.17
SHREESEC,16.51
SHREESHAY,35.73
SHREMETAL,23.58
SHRENIK,24.33
SHRENTI,2.06
SHREYANIND,214.85
SHREYASI,50.6
SHRICON,25.26
SHRIDINE,153.38
SHRIGANG,146.28
SHRIKRISH,109.15
SHRINGARMS,2062.75
SHRINIWAS,35.74
SHRIPISTON,14305.23
SHRIRAMFIN,204051.52
SHRIRAMPPS,1378.59
SHRISTI,66.82
SHRJAGP,526.96
SHRMFGC,14.86
SHRYDUS,10.72
SHTL,35.47
SHUBHAM,70.0
SHUKJEW,10.71
SHUKRAPHAR,1613.79
SHVFL,29.98
SHVSUIT,5.75
SHYAM,4.68
SHYAMACOMP,3.79
SHYAMCENT,114.61
SHYAMMETL,24200.3
SHYAMTEL,15.74
SHYMINV,26.9
SIBARAUT,12.64
SICAGEN,212.17
SICALLOG,897.83
SICAPIT,16.35
SICL,9.66
SICLTD,2.94
SIDDHA,4.68
SIDDHEGA,9.12
SIDH,3.7
SIEL,48.77
SIEMENS,120256.23
SIGACHI,842.61
SIGIND,143.57
SIGMA,457.25
SIGMAADV,3821.37
SIGNATURE,12199.5
SIGNGCL,1.33
SIGNPOST,1312.6
SIGRUN,10.17
SIHORA,31.42
SIIL,11.73
SIKA,2009.09
SIKKO,195.01
SIKOZY,5.91
SIL,97.83
SILGO,205.51
SILICON,0.39
SILINV,466.22
SILLYMONKS,19.92
SILVERLINE,153.83
SILVERO,1.48
SILVERPRL,5.26
SILVERTUC,1854.7
SILVOAK,32.73
SIMANDHAR,38.35
SIMBHALS,35.45
SIMMOND,171.8
SIMPLEXCAS,375.44
SIMPLEXINF,1737.32
SIMPLXMIL,15.95
SIMPLXPAP,4.47
SIMPLXREA,43.56
SIMRAN,66.16
SINCLAIR,396.05
SINDHUTRAD,3615.3
SINGERIND,438.58
SINNAR,31.68
SINTERCOM,226.6
SIPIND,2.81
SIPL,5.54
SIPTL,13.62
SIRCA,2505.3
SIROHIA,7.23
SIS,4889.75
SISL,65.09
SITAENT,47.42
SITINET,36.59
SIYARAM,92.27
SIYSIL,2554.15
SIZEMASTER,304.59
SJCORP,163.05
SJS,5809.57
SJVN,29116.56
SKCIL,280.08
SKFINDIA,8317.08
SKFINDUS,11802.4
SKIEL,23.84
SKIFL,12.72
SKIL,22.67
SKILVEN,9.56
SKIPPER,4816.25
SKL,10.92
SKM,273.44
SKMEGGPROD,988.4
SKP,2.03
SKPMIL,128.43
SKPSEC,68.7
SKRABUL,20.74
SKYBIOTECH,29.04
SKYGOLD,6218.78
SKYIND,67.23
SKYLMILAR,73.29
SLSTLQ,9.06
SMADL,6.95
SMARITIME,6.24
SMARTFIN,24.51
SMARTLINK,137.1
SMARTWORKS,5005.34
SMAUTO,31.77
SMCGLOBAL,1489.35
SMCREDT,28.19
SMEL,11.64
SMENER,4.28
SMFIL,56.14
SMGOLD,17.09
SML,32.54
SMLMAH,5853.48
SMLT,98.83
SMR,178.41
SMRUTHIORG,132.36
SMSPHARMA,3487.54
SMTEL,669.0
SNIM,14.86
SNL,130.7
SNOWMAN,645.67
SOBHA,14905.99
SOBME,744.97
SODHACAP,53.22
SOFCOM,66.58
SOFTRAKV,76.83
SOFTTECH,459.41
SOLANA,5.49
SOLARA,1915.01
SOLARINDS,135237.42
SOLARIUM,394.29
SOLARWORLD,1770.89
SOLEX,1198.67
SOLIDSTON,14.41
SOLIMAC,44.98
SOLVEX,23.99
SOMANYCERA,1784.57
SOMATEX,356.57
SOMICONVEY,124.84
SONACOMS,33742.43
SONAL,144.08
SONALAD,23.96
SONALIS,26.04
SONAMLTD,199.35
SONATSOFTW,7823.8
SOTL,2728.13
SOURCEIND,10.97
SOURCENTRL,79.57
SOUTHBANK,10701.97
SOUTHERNIN,11.3
SOUTHMG,24.88
SOUTHWEST,647.44
SOUTLAT,22.54
SOVERDIA,13.26
SPACAPS,63.79
SPACEINCUBA,8.08
SPAL,1908.14
SPANDANA,1932.03
SPAR,5.16
SPARC,5035.89
SPARKLEGR,33.08
SPCAPIT,34.28
SPCENET,252.71
SPECFOOD,31.98
SPECIALITY,508.32
SPECTRA,3.52
SPECTRUM,2143.12
SPELS,688.32
SPENCERS,314.43
SPENTA,25.92
SPIC,1417.09
SPICEISLIN,171.53
SPICEJET,2391.32
SPICELOUNG,1973.94
SPINAROO,37.69
SPITZE,386.6
SPL,46.32
SPLIL,86.33
SPLPETRO,12700.12
SPML,204.0
SPMLINFRA,1420.51
SPORTKING,1693.22
SPRAYKING,31.37
SPRIGHT,59.58
SPSL,5.22
SPTRSHI,129.17
SPVGLOBAL,2.83
SRAMSET,536.63
SRD,308.06
SRDAPRT,32.54
SRECR,15.65
SREEL,459.11
SRESTHA,42.96
SRF,79697.83
SRGFFL,13.45
SRGHFL,425.9
SRHHYPOLTD,822.36
SRICC,46.66
SRIGEE,46.02
SRIKPRIND,43.93
SRIMT,1.34
SRINACHA,13.51
SRL,4.85
SRM,1067.81
SRMCL,31.28
SRMENERGY,16.42
SRPL,20.69
SRPML,2.13
SRSOLTD,101.18
SRTL,186.0
SRUSTEELS,14.04
SSDL,249.71
SSL,52.69
SSLEL,136.54
SSMD,48.81
SSPDL,19.38
SSPNFIN,3.97
SSTL,49.98
SSWL,3278.05
SSWRL,6.76
STAL,56.23
STALLION,1717.56
STANBIK,43.33
STANCAP,112.17
STANLEY,910.23
STANPACK,6.54
STANROS,26.62
STAR,9013.87
STARCEMENT,8814.23
STARCOM,31.71
STARDELTA,162.22
STARHEALTH,28717.2
STARHFL,61.88
STARIMAGIN,129.93
STARLENT,377.36
STARLIT,3.61
STARLITE,6.22
STARLOG,57.51
STARPAPER,221.34
STARSOURCE,16.74
STARTECK,260.09
STCINDIA,709.0
STCORP,14.42
STDBAT,24.49
STDSFAC,42.91
STDSHOE,10.3
STEELCAS,2551.19
STEELCITY,124.37
STEELCO,59.35
STEELXIND,1174.23
STEERINTER,11.4
STEL,885.89
STELLANT,260.66
STELLAR,14.36
STEP2COR,21.98
STERPOW,14.58
STERTOOLS,838.94
STEWARTQ,3.41
STHINPA,173.58
STL,58.79
STLNETWORK,1145.0
STLSTRINF,18.04
STLTECH,13864.03
STML,68.7
STOVACQ,375.99
STOVEKRAFT,1830.84
STRAEXPO,6.42
STRATMONT,181.34
STRGRENWO,9.53
STUDDS,1928.49
STURDY,3.49
STYL,4160.15
STYLAMIND,4140.96
STYLEBAAZA,2393.86
STYRENIX,3646.78
SUBAM,495.65
SUBEXLTD,554.83
SUBROS,4978.81
SUBSM,26.37
SUCROSA,36.91
SUDAI,38.14
SUDARCOLOR,830.91
SUDARSCHEM,6953.49
SUDARSHAN,682.59
SUDEEPPHRM,7428.39
SUDTIND-B,353.2
SUGALDAM,39.75
SUGSLLOYD,257.99
SUJALA,21.88
SUKHJITS,554.16
SULA,1444.41
SULABEN,26.57
SUMEDHA,31.3
SUMEETINDS,1524.32
SUMERUIND,12.17
SUMICHEM,21531.12
SUMIT,218.54
SUMMITSEC,1779.07
SUNCITYSY,5.93
SUNCLAY,2929.91
SUNDARAM,69.2
SUNDARMFIN,54179.15
SUNDRMBRAK,249.95
SUNDRMFAST,18199.92
SUNDROP,2447.43
SUNFLAG,5165.32
SUNGOLD,5.78
SUNGRAN,12.94
SUNILAGR,25.69
SUNILTX,34.2
SUNITATOOL,491.9
SUNLOC,67.28
SUNPHARMA,421556.63
SUNRAJDI,9.1
SUNRAKSHAK,844.05
SUNRETAIL,5.7
SUNRINV,0.36
SUNSHIEL,789.41
SUNSKY,79.46
SUNTECK,5102.87
SUNTV,22255.88
SUPER,216.68
SUPERBAK,9.68
SUPERHOUSE,167.42
SUPERIOR,5.06
SUPERIRON,93.98
SUPERSHAKT,271.63
SUPERSPIN,33.03
SUPERSYN,1.66
SUPERTEX,6.83
SUPHA,48.19
SUPRAJIT,5982.47
SUPRAPFSL,120.85
SUPRATRE,22.52
SUPREME,209.42
SUPREMEENG,28.28
SUPREMEIND,46514.27
SUPREMEINF,529.63
SUPRIYA,5817.8
SUPTANERY,73.24
SURAJ,250.47
SURAJEST,1038.95
SURAJLTD,430.26
SURAKSHA,1430.75
SURANASOL,123.06
SURANAT&P,248.14
SURATRAML,101.32
SURBHIN,29.37
SURFI,12.6
SURJIND,283.76
SURYAAMBA,35.58
SURYACHAKRA,8.83
SURYAINDIA,12.75
SURYALA,152.68
SURYALAXMI,107.47
SURYAROSNI,5226.18
SURYODAY,1548.63
SURYVANSP,9.2
SUSAN,447.73
SUTLEJTEX,540.42
SUUMAYA,2.8
SUVEN,4673.56
SUVIDHAA,61.85
SUYOG,803.14
SUZLON,67854.14
SVAINDIA,2.69
SVAMSOF,11.48
SVARTCORP,32.02
SVCIND,41.07
SVGLOBAL,251.55
SVJ,254.97
SVLL,699.18
SVPGLOB,43.12
SVRL,578.56
SVS,22.29
SW1,8.71
SWADEIN,118.36
SWADHATURE,4.02
SWADPOL,145.81
SWAGTAM,7.53
SWANAGRO,89.23
SWANCORP,11276.54
SWANDEF,9981.85
SWARAJENG,4493.79
SWARNSAR,69.57
SWASTH,11.21
SWASTIKA,125.28
SWASTIKAAL,45.8
SWASTIVI,34.57
SWATIPRO,32.24
SWELECTES,893.95
SWIGGY,80242.49
SWISSMLTRY,403.91
SWITCHTE,19.74
SWOJAS,34.46
SWORDEDGE,5.0
SWRNASE,24.86
SWSOLAR,4619.16
SYBLY,1.66
SYLPH,63.29
SYMBIOX,5.43
SYMPHONY,5467.36
SYNCOMF,1258.71
SYNGENE,18675.18
SYRMA,17931.52
SYSCHEM,219.89
SYSTEMATIC,399.59
SYSTMTXC,1034.6
SYTIXSE,6.21
TAALTECH,934.01
TACENT,15.09
TAHMARENT,112.7
TAIIND,16.28
TAINWALCHM,179.06
TAJGVK,2139.95
TAKE,568.15
TAKYON,45.64
TALBROAUTO,1802.56
TALBROSENG,332.03
TALWALKARS,4.5
TALWGYM,2.95
TAMBOLIIN,159.39
TANAA,700.24
TANDHANIN,311.86
TANFACIND,4258.4
TANLA,6467.31
TANVI,89.71
TAPARIA,35.23
TARACHAND,492.88
TARAI,11.91
TARAPUR,47.83
TARC,4135.1
TARIL,8882.66
TARINI,11.41
TARMAT,132.08
TARSONS,1114.26
TASHIND,8.65
TASTYBITE,1907.73
TATACAP,140951.67
TATACHEM,18313.48
TATACOMM,47437.82
TATACONSUM,112651.8
TATAELXSI,28537.57
TATAINVEST,33335.23
TATAPOWER,126046.23
TATASTEEL,250562.63
TATATECH,25616.33
TATAYODOGA,91.73
TATIAGLOB,37.47
TATVA,2849.11
TBOTEK,14219.85
TBZ,1025.26
TCC,1820.81
TCFCFINQ,29.39
TCI,7531.15
TCIEXP,2024.18
TCIFINANCE,22.69
TCIIND,127.7
TCMLMTD,36.21
TCPLPACK,2424.54
TCS,934781.75
TDPOWERSYS,15203.05
TDSL,11.97
TEAM24,74.14
TEAMGTY,234.54
TEAMLEASE,2236.07
TECHCON,1.99
TECHIN,21.73
TECHKGREEN,86.84
TECHM,145630.37
TECHNICHEM,81.33
TECHNOE,12845.45
TECHNOFAB,7.19
TECHNOPACK,15.91
TECHNVISN,3694.17
TECHTREK,2.57
TECILCHEM,25.62
TEEAI,64.13
TEGA,12872.83
TEJASNET,7821.73
TEJASSVI,23.96
TEJNAKSH,29.51
TELECABL,1.68
TELECANOR,31.1
TELGE,102.1
TELOGICA,61.3
TEMBO,900.0
TENNIND,22697.59
TERAI,72.08
TERASOFT,470.16
TERRAFORM,0.18
TERRAREAL,0.33
TEXELIN,99.26
TEXINFRA,1242.07
TEXMOPIPES,131.61
TEXRAIL,4432.92
TFCILTD,3270.18
TFL,71.44
TFSL,12.91
TGBHOTELS,26.96
TGIF,22.95
TGVSL,1052.8
THACKER,123.48
THAKDEV,115.14
THAKKERS,3.56
THAKRAL,17.03
THANGAMAYL,12435.81
THEINVEST,538.94
THEJO,1840.09
THELEELA,14335.8
THEMISMED,846.08
THERMAX,44153.48
THINKINK,28.48
THOMASCOOK,5050.08
THOMASCOTT,424.86
THREEMPAPE,53.65
THRIVE,110.07
THYROCARE,6975.51
TI,10133.88
TIAANC,14.72
TICL,356.01
TIERRA,282.42
TIGERLOGS,346.17
TIGLOB,89.76
TIHIL,36.45
TIIL,5306.25
TIINDIA,52954.54
TIJARIA,13.27
TIL,1458.53
TILAK,146.18
TIMESGREEN,26.38
TIMETECHNO,8876.89
TIMEX,3420.92
TIMKEN,25259.23
TINNARUBR,1319.52
TIPCO,289.7
TIPSFILMS,157.24
TIPSMUSIC,7446.49
TIRIN,2.04
TIRSARJ,30.06
TIRTPLS,11.73
TIRUFIN,74.16
TIRUFOAM,35.29
TIRUMALCHM,2307.46
TIRUPATIFL,512.68
TIRUPATIIN,59.41
TIRUSTA,141.18
TITAANIUM,25.65
TITAGARH,10359.97
TITAN,373566.29
TITANBIO,1479.09
TITANIN,77.45
TITANSEC,104.74
TLL,314.14
TMB,10450.92
TMCV,157503.29
TMPV,131044.05
TMTIND-B1,3.56
TNPETRO,816.07
TNPL,977.7
TNSTLTU,14.0
TNTELE,42.41
TOKYOFIN,14.79
TOKYOPLAST,84.35
TOLINS,437.59
TORNTPHARM,143557.29
TORNTPOWER,73808.81
TOTAL,95.01
TOTEM,706.41
TOUCHWOOD,87.8
TOYAMSL,48.78
TPHQ,61.28
TPINDIA,72.77
TPLPLASTEH,510.89
TPROJECT,8.53
TRABI,17.92
TRACXN,355.88
TRADEUNO,205.65
TRADEWELL,21.5
TRADWIN,187.4
TRANOCE,0.08
TRANSCHEM,236.43
TRANSCOR,84.86
TRANSFD,6.62
TRANSFRE,16.31
TRANSPACT,7.02
TRANSPEK,608.84
TRANSRAILL,7032.38
TRANSVOY,27.57
TRANSWORLD,350.86
TRANWAY21,4.61
TRAVELFOOD,15835.15
TRAVELS,36.56
TREEHOUSE,32.64
TREJHARA,363.31
TREL,624.08
TRENDELEC,9.65
TRENT,144052.64
TRESCON,64.35
TRF,280.58
TRICOMFRU,3.23
TRIDENT,12913.15
TRIDETOOL,9.9
TRIGYN,172.5
TRILIANCE,23.61
TRINITYLEA,9.67
TRIOMERC,7.44
TRIPR,0.43
TRISHAKT,240.15
TRITONV,452.61
TRITURBINE,17414.26
TRIUMPIN,13.75
TRIVENI,8328.5
TRIVENIENT,6.43
TRIVENIGQ,9.21
TRL,126.28
TRU,76.32
TRUALT,3694.98
TRUECOLORS,416.07
TRUEGREEN,407.01
TRUSTEDGE,133.25
TRUSTWAVE,12.66
TSFINV,8985.39
TSPIRITUAL,3.56
TTC,53.79
TTFL,144.38
TTGIL,98.31
TTIENT,22.34
TTKHLTCARE,1285.23
TTKPRESTIG,7319.49
TTL,212.0
TTML,8339.07
TULASEEBIOE,18.39
TULIVE,197.45
TULSI,2.72
TULSYAN,52.77
TUNITEX,14.47
TURTLEMINT,4003.22
TUSALDAH,34.5
TUTIALKA,628.47
TVOLCON,0.6
TVSELECT,798.95
TVSHLTD,28611.26
TVSMOTOR,170886.13
TVSSCS,4991.99
TVSSRICHAK,2990.41
TVTODAY,699.09
TVVISION,22.46
TWIROST,0.82
TYCHE,122.75
TYPHOON,0.36
TYROON,30.99
UBL,39197.33
UCAL,229.8
UCIL,428.51
UCOBANK,33813.29
UDAYJEW,334.01
UDS,1093.77
UEL,3495.93
UFBL,1278.78
UFLEX,3150.22
UFMINDL,11.27
UFO,281.28
UGARSUGAR,444.26
UGROCAP,1631.52
UHMVL,65.16
UHZAVERI,43.28
UJJIVANSFB,11186.28
ULTRACAB,92.58
ULTRACEMCO,348419.69
ULTRAMAR,1194.93
UMAEXPORTS,92.37
UMESLTD,14.2
UMIYA,38.22
UMIYA-MRO,158.81
UML,80.72
UNIABEXAL,661.55
UNIAUTO,69.55
UNICHEMLAB,2625.83
UNICK,25.34
UNIDT,405.44
UNIECOM,1095.98
UNIENTER,771.82
UNIFIED,735.61
UNIIN,0.85
UNIINFO,14.02
UNIJOLL,0.09
UNIMECH,4776.34
UNIMERQ,9.02
UNIOFFICE,10.96
UNIONBANK,133704.45
UNIONBE,0.73
UNIPARTS,2330.04
UNIPLY,65.59
UNIQUEO,54.57
UNIROYAL,16.44
UNISEM,65.12
UNISHIRE,3.68
UNISON,30.34
UNISTRMU,8.33
UNITDCR,14.45
UNITDSPR,96381.58
UNITECH,1271.12
UNITEDINT,13.23
UNITEDPOLY,719.39
UNITEDTE,4.93
UNITEDTEA,253.56
UNITINT,3.65
UNITY,9.67
UNIVAFOODS,12.52
UNIVARTS,4.76
UNIVASTU,250.63
UNIVCABLES,2903.6
UNIVPHOTO,407.3
UNIVSTAR,62.74
UNIWSEC,1.25
UNJHAFOR,9.43
UNOMINDA,65405.51
UNQTYMI,7.68
UNRYLMA,9.28
UNTTEMI,12.26
UPHOT,778.53
UPL,56054.64
UPROTECH,13.14
UPSURGE,138.46
URAVIDEF,167.14
URBANCO,18716.32
URJA,533.84
URSUGAR,14.44
USGTECH,38.83
USHAKIRA,12.11
USHAMART,13490.39
USHDI,34.86
USK,128.65
UTIAMC,12745.64
UTIQUE,24.0
UTKARSHBNK,2412.64
UTLINDS,5.76
UTLSOLAR,7461.46
UTTAMSUGAR,876.87
UVDRHOR,274.48
UVS,345.35
UYFINCORP,265.35
V2RETAIL,7650.38
VAARAD,253.47
VADIDAI,2.95
VADILALIND,3483.17
VADILENT,855.1
VAHH,54.5
VAIBHAVGBL,3736.4
VAICC,4.05
VAISHALI,96.15
VAKRANGEE,712.8
VALECHAENG,42.81
VALENCIA,111.6
VALIANT,1162.16
VALIANTLAB,356.44
VALIANTORG,727.75
VALINDIA,22.86
VALLABHSQ,5.5
VALLEY,1.38
VALPLAST,95.43
VALSONQ,22.22
VALUEIND,8.9
VAMA,21.06
VAML,180909.3
VAMSHIRU,18.3
VANDAN,31.38
VANDU,96.59
VANICOM,14.84
VANTABIO,14.11
VAPIENTER,23.98
VARDHACRLC,308.36
VARDHMAN,6.03
VARDMNPOLY,323.51
VARIMAN,88.5
VARROC,8434.1
VARUNME,0.21
VARUNSHIP,146.41
VARYAA,15.12
VASCONEQ,860.09
